"IID" "secure_parents" "partic_vote" "partic_protest" "imp_immig" "imp_jobs" "imp_costliv" "imp_climate" "imp_abort" "imp_gun" "imp_crime" "imp_gaza" "imp_antisem" "imp_votright" "imp_ukraine" "imp_schteach" "imp_islamop" "highered_bias" "highered_approve" "secular_reason" "police_safe" "police_confid" "police_number" "crime_selfplc" "treatcrime_theft" "treatcrime_marij" "treatcrime_camp" "treatcrime_firearm" "treatcrime_abort" "border_patrol" "border_milit" "border_legal" "aid_ukraine" "aid_israel" "aid_palest" "prej_muslims" "prej_jews" "group_fascists" "group_kkk" "group_nazi" "group_blm" "group_atheists" "group_prolife" "group_prochoice" "group_gunrights" "group_lgbtrights" "group_feminists" "group_whitesup" "group_antigay" "group_socialist" "group_antifa" "group_christfund" "group_laborun" "group_bigbus" "group_gayles" "group_transppl" "group_christians" "group_police" "group_journal" "group_nra" "group_ruralam" "group_planparent" "group_colprofs" "group_black" "group_white" "group_hispanic" "group_asian" "group_transmen" "group_transwom" "group_jews" "group_muslims" "foreign_israel" "foreign_hamas" "foreign_israelis" "foreign_palest" "tol_freespeech" "disqual_felon" "disqual_bribe" "disqual_docs" "disqual_sexhar" "felonserve_fedoff" "empsat_paidoff" "abrtpre_abrtself" "trans_health" "trans_sportgirl" "trans_sportboy" "raceadvt_white" "raceadvt_black" "raceadvt_hispanic" "raceadvt_asian" "resent_workway" "resent_genertns" "resent_deserve" "resent_tryhard" "sexism_bprotect" "sexism_bdiff" "sexism_bhetero" "sexism_hinnoc" "sexism_hpower" "empath_concern" "empath_perspect" "school_racism" "school_gender" "abrtpre_standard.By law, a woman should always be able to obtain an abortion as a matter of perso" "abrtpre_standard.The law should permit abortion for reasons other than rape," "abrtpre_standard.Other" "abrtpre_standard.The law should permit abortion only in case of rape, incest, or when the woman's" "abrtpre_standard.By law, abortion should never be permitted."
"410" 1 1 1 3 3 1 3 1 2 4 1 4 1 3 3 3 3 1 1 5 5 2 2 4 5 3 1 5 3 5 2 1 5 1 1 2 0 0 0 85 100 0 100 85 100 100 0 0 70 70 0 85 15 100 100 15 15 70 0 60 100 100 100 60 100 100 100 100 100 100 0 0 60 100 1 1 1 1 1 3 3 1 1 5 5 1 3 3 2 5 1 1 5 5 5 3 5 5 1 5 1 1 1 0 0 0 0
"411" 2 1 4 1 1 1 2 2 1 1 2 1 1 1 1 1 1 3 3 1 4 4 1 2 5 2 1 5 1 2 5 2 2 1 2 1 16 2 1 96 14 83 99 51 86 52 14 52 50 50 48 52 52 53 90 100 70 53 5 48 100 52 99 52 60 83 18 53 97 52 86 3 96 85 2 1 1 1 1 3 3 4 5 1 1 1 3 1 1 5 1 1 5 5 1 1 5 5 1 5 1 5 0 0 0 1 0
"412" 3 3 4 3 2 1 3 3 3 3 3 2 2 4 3 5 3 3 2 2 3 3 3 4 2 5 1 4 3 4 2 3 5 1 2 5 49 63 40 50 58 70 68 31 4 32 31 11 62 52 53 69 57 0 0 61 59 58 51 64 52 61 55 58 68 61 11 8 51 59 16 50 2 54 3 1 1 1 1 2 3 6 5 1 1 1 3 2 2 3 2 2 4 4 2 1 5 2 2 3 1 3 0 1 0 0 0
"413" 2 1 4 1 1 1 2 2 2 1 4 5 1 5 1 5 1 4 1 3 4 3 4 2 5 2 3 2 2 2 3 5 5 5 4 4 2 1 1 1 45 89 5 71 1 2 2 3 2 1 16 33 5 3 2 74 61 74 100 64 4 100 100 70 60 72 1 2 2 1 1 4 3 1 1 1 1 1 1 3 3 5 5 1 1 1 3 2 1 5 1 2 4 4 5 5 2 1 3 2 2 2 0 0 0 1 0
"414" 3 4 4 2 1 1 1 4 1 1 4 4 2 4 2 4 2 3 1 2 3 3 5 2 5 5 2 4 2 2 4 5 5 5 4 4 50 4 20 9 50 50 66 24 50 50 30 34 50 50 52 82 49 75 72 90 59 63 50 50 61 56 76 71 82 65 65 65 64 59 20 50 19 24 3 0 1 1 1 3 3 7 3 4 4 2 1 2 2 3 5 5 5 4 4 3 3 3 4 5 2 3 0 0 0 0 1
"415" 2 2 4 3 1 1 2 2 1 1 4 3 2 3 1 3 4 4 2 2 4 4 5 2 4 2 1 4 3 4 3 3 3 3 2 3 43 15 16 54 50 55 40 45 56 37 17 42 45 20 29 26 49 62 79 50 37 43 41 58 51 53 87 54 68 57 53 53 31 55 54 52 54 53 2 1 1 1 1 2 3 3 5 1 1 1 3 2 2 3 4 1 4 5 2 1 2 3 4 3 1 5 0 0 0 1 0
"416" 2 3 4 2 2 2 4 1 2 2 3 3 2 3 4 3 3 3 2 3 3 3 4 3 5 4 1 5 2 3 4 3 3 3 2 3 7 1 2 80 44 3 50 6 50 82 6 20 14 10 9 50 45 60 66 11 8 30 12 21 47 46 94 4 94 50 60 76 55 65 50 50 50 60 2 1 0 1 1 3 3 1 3 3 3 1 3 2 2 5 3 1 5 3 3 3 3 3 2 5 2 2 1 0 0 0 0
"417" 1 4 4 3 2 1 2 2 2 2 3 3 2 4 2 3 2 2 3 3 3 5 7 4 5 5 1 5 2 4 3 4 3 3 2 2 13 0 0 100 0 100 97 43 44 91 0 42 23 19 100 87 30 46 54 100 83 88 17 85 95 90 100 63 70 82 37 55 90 65 69 31 72 50 5 1 1 1 1 2 4 1 5 5 5 1 3 2 2 5 1 1 4 4 2 1 3 3 5 5 1 5 1 0 0 0 0
"418" 3 2 7 2 1 1 1 1 2 1 1 1 2 2 2 2 1 4 1 1 1 5 7 4 4 2 2 3 1 2 4 2 2 2 4 4 14 4 4 90 86 95 50 71 42 31 17 32 48 8 86 90 91 19 25 91 88 89 97 87 73 90 91 99 100 88 26 24 99 86 96 64 92 73 2 0 1 0 0 3 4 6 5 4 4 1 2 2 1 2 2 2 2 4 2 2 3 4 3 5 4 4 0 0 0 1 0
"419" 3 1 4 1 1 1 2 1 1 2 2 4 1 1 1 4 5 4 1 1 4 3 7 2 5 1 1 5 2 1 5 5 5 5 1 1 7 0 0 3 0 8 0 10 0 36 0 0 53 1 0 41 12 31 0 0 65 19 0 31 77 85 2 19 86 54 4 8 6 0 0 0 0 0 1 1 1 1 1 3 5 1 5 1 1 1 2 2 2 1 1 5 3 5 1 1 2 5 5 5 1 3 1 0 0 0 0
"420" 3 3 3 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 3 2 3 3 4 2 2 2 2 2 3 3 3 3 3 3 1 3 42 12 54 72 15 52 35 100 14 11 8 42 89 29 7 97 52 16 4 51 30 88 4 100 88 66 99 52 51 68 17 5 53 100 88 79 81 80 2 1 1 1 1 3 3 5 3 5 5 2 2 2 2 3 3 3 3 3 3 2 3 3 4 4 3 3 0 0 0 1 0
"421" 1 1 7 1 1 1 4 1 1 1 3 1 1 3 1 1 3 3 2 3 5 3 1 2 5 5 1 5 1 1 5 5 1 3 3 2 5 0 0 52 0 54 52 54 52 50 0 52 51 0 52 55 99 53 53 51 0 54 51 51 55 53 51 50 52 51 54 51 51 52 100 52 53 52 1 1 1 1 0 2 5 5 5 1 1 1 2 3 1 3 3 3 3 5 1 2 3 5 4 5 1 5 0 0 1 0 0
"422" 1 2 1 1 1 1 1 4 1 1 5 1 1 5 1 5 2 4 3 1 4 1 2 3 5 5 1 5 1 1 5 5 1 5 3 5 0 0 0 60 50 100 85 15 0 0 0 50 100 70 100 100 25 0 0 100 60 100 0 85 100 100 85 90 75 79 0 0 100 30 100 50 100 50 1 0 1 1 1 3 5 1 5 1 5 1 3 1 2 5 1 1 5 5 5 1 2 1 3 3 1 4 1 0 0 0 0
"423" 2 2 4 2 3 2 5 3 3 2 3 2 2 3 2 4 2 4 1 2 4 4 7 3 5 2 2 5 2 2 4 2 2 3 3 3 15 0 0 51 51 50 49 50 50 30 0 13 15 15 29 50 30 50 50 49 60 50 50 49 52 49 49 50 51 50 14 15 50 50 50 16 48 15 2 1 1 1 1 2 3 2 4 2 2 2 2 2 2 4 2 2 4 4 3 2 3 4 5 5 3 4 1 0 0 0 0
"424" 1 1 1 3 3 1 1 1 1 3 3 2 1 3 2 2 3 3 1 5 5 3 1 4 5 5 1 5 1 5 1 1 3 1 1 2 0 0 0 100 50 0 100 0 100 75 0 0 45 50 0 91 0 63 59 47 0 50 0 50 100 100 100 38 60 97 69 51 50 50 50 0 50 55 3 1 1 1 1 1 5 1 1 2 2 1 3 2 2 5 1 1 5 4 3 3 4 5 2 5 1 3 1 0 0 0 0
"425" 3 1 1 4 3 3 1 1 1 3 2 2 1 2 2 2 3 3 1 4 4 3 1 4 5 5 1 5 5 5 2 3 4 1 1 2 0 0 0 95 100 1 100 0 100 84 0 0 100 84 0 85 1 94 100 50 40 50 0 50 84 94 100 51 100 100 99 100 91 100 6 3 7 29 2 1 1 1 1 3 3 1 3 4 4 1 3 3 3 4 2 2 4 3 4 3 4 3 1 5 2 3 1 0 0 0 0
"426" 3 1 3 2 2 3 1 1 1 3 2 1 1 2 3 2 3 2 2 2 4 2 3 4 5 5 1 5 5 5 1 2 4 1 1 2 0 0 0 100 75 11 100 99 98 94 0 0 100 15 2 100 17 100 100 80 52 66 0 66 100 91 100 69 100 97 100 100 100 100 20 20 76 73 1 1 1 1 1 3 3 1 2 5 5 1 3 3 3 5 2 2 5 4 4 4 5 5 2 5 2 2 1 0 0 0 0
"427" 2 2 4 1 2 1 2 1 3 3 3 2 2 2 2 2 3 3 2 3 3 3 7 3 5 4 4 5 1 1 5 5 5 5 3 3 3 5 4 6 50 3 4 51 51 50 2 50 51 3 6 51 51 49 50 50 50 53 99 51 97 49 50 50 50 52 50 50 50 50 13 50 50 50 3 0 0 0 0 2 3 1 5 3 3 2 2 2 2 3 3 3 5 3 3 3 3 3 3 5 3 3 1 0 0 0 0
"428" 3 1 3 1 2 1 5 1 4 1 3 4 2 5 1 5 2 5 2 1 2 4 6 2 5 2 1 1 2 1 5 5 4 4 4 3 30 15 30 6 40 90 6 80 0 15 40 50 15 0 70 55 60 70 35 95 75 30 75 80 0 40 70 85 85 79 15 20 65 80 70 0 70 50 1 0 1 0 0 2 3 6 5 1 1 2 2 2 1 1 4 5 2 5 2 1 2 2 5 3 5 5 0 0 1 0 0
"429" 3 1 4 1 2 1 5 2 1 1 5 5 2 5 1 5 1 5 2 1 1 4 6 2 5 1 5 5 1 1 3 5 5 3 5 5 0 0 0 0 50 70 0 100 0 0 0 15 0 0 50 0 50 50 0 100 100 0 70 100 0 0 50 70 50 50 0 0 50 0 50 0 50 0 1 0 1 0 0 2 5 6 5 1 1 2 2 2 2 1 5 5 2 5 3 2 1 5 5 4 5 5 0 0 0 0 1
"430" 2 2 3 2 1 1 2 1 2 1 2 3 2 1 1 2 3 3 2 2 3 4 7 2 4 4 3 5 3 2 3 3 4 3 3 3 37 7 36 67 46 45 61 54 69 38 38 69 74 66 58 53 48 75 78 60 57 58 47 68 45 25 80 67 64 64 75 57 40 64 3 23 5 24 2 0 1 0 1 3 3 1 3 3 3 2 2 2 2 3 3 4 3 4 3 3 3 3 4 2 3 3 1 0 0 0 0
"431" 2 1 4 1 1 1 1 2 2 2 3 4 3 4 1 3 3 3 2 1 2 3 2 3 1 5 2 3 3 3 3 3 3 3 5 5 51 26 48 69 50 60 51 50 24 34 52 70 50 37 60 50 67 30 23 71 53 50 50 53 54 51 68 70 55 50 38 24 70 74 53 41 51 50 3 1 0 0 0 2 3 4 5 2 2 2 2 2 2 2 2 3 2 5 1 1 3 3 1 5 3 2 0 0 0 1 0
"432" 3 2 4 2 2 1 1 1 1 2 2 2 2 1 2 2 3 3 2 3 3 3 6 4 4 5 2 1 4 3 3 1 4 1 3 2 46 16 33 61 65 1 100 72 100 100 0 0 48 43 1 100 3 100 100 1 57 100 1 78 25 24 86 22 88 90 85 100 83 58 3 44 2 87 1 1 1 0 1 3 4 2 1 1 5 2 2 2 2 3 1 1 5 5 1 5 3 5 5 3 2 1 1 0 0 0 0
"433" 1 2 7 1 1 1 1 2 1 1 2 2 2 2 1 2 2 2 1 4 3 3 4 2 5 3 1 3 1 1 3 1 4 1 2 3 0 0 0 0 0 15 28 0 0 0 0 0 0 49 15 82 15 57 61 61 33 29 47 62 41 90 61 61 69 61 61 61 61 61 16 0 11 8 3 1 1 1 1 3 3 4 5 1 1 1 3 3 2 2 2 4 2 5 2 2 2 5 1 5 2 3 0 0 0 1 0
"434" 3 3 4 1 1 1 2 1 3 2 5 5 4 4 1 5 1 5 1 1 2 5 7 1 1 1 1 5 1 1 5 5 5 5 5 5 27 0 0 0 82 0 83 6 0 13 0 22 4 0 15 63 61 33 0 97 95 95 30 84 100 69 1 98 15 79 0 0 3 62 0 8 0 54 1 0 0 1 0 2 5 1 5 1 1 3 1 2 2 1 5 5 1 5 4 1 4 2 5 4 5 5 1 0 0 0 0
"435" 1 1 3 1 1 1 1 1 1 1 1 1 1 1 2 1 2 2 1 1 2 4 2 2 2 5 2 2 2 4 2 2 1 3 3 3 72 56 53 64 66 66 59 41 67 57 70 69 59 56 60 66 61 60 70 100 72 68 58 63 60 55 62 64 53 62 4 8 62 73 71 76 74 76 2 1 1 1 1 3 1 3 5 2 1 2 2 2 2 1 2 2 2 4 2 2 2 2 5 3 2 2 0 0 0 0 1
"436" 3 1 2 5 1 1 1 1 1 4 1 1 1 4 1 2 4 3 1 5 5 1 1 5 5 5 2 5 5 5 1 2 5 1 2 2 0 0 0 100 100 0 100 0 100 92 0 0 100 100 0 100 0 100 100 23 0 87 0 72 100 70 100 32 100 100 100 100 100 99 1 41 8 85 1 1 1 1 1 3 5 1 1 5 5 1 3 3 3 5 1 1 5 5 5 3 5 5 1 5 1 2 1 0 0 0 0
"437" 2 2 6 3 1 2 3 3 4 3 3 4 3 3 4 4 3 2 2 1 2 3 3 4 2 3 2 4 3 4 2 5 5 1 4 5 49 50 13 53 52 49 50 70 10 5 91 50 50 48 89 67 64 8 6 77 86 79 63 84 27 96 84 91 78 64 11 15 70 85 35 36 40 61 3 1 1 0 0 3 3 3 5 5 2 2 2 2 2 2 5 4 2 3 4 2 2 4 3 3 3 3 0 0 0 1 0
"438" 3 4 4 2 2 1 3 3 1 3 5 3 5 5 2 5 3 4 3 3 4 3 7 2 4 3 3 3 2 1 5 3 3 3 4 4 10 15 6 15 20 71 11 89 9 10 18 55 4 9 85 28 16 10 5 82 21 18 82 69 96 50 23 49 14 42 9 8 53 31 23 15 34 25 1 1 1 0 1 2 3 6 5 1 1 2 2 2 2 3 4 3 3 3 4 3 3 2 4 2 5 5 0 0 0 1 0
"439" 3 3 3 3 4 3 3 4 3 3 4 3 4 4 3 4 3 3 1 1 5 3 3 3 3 1 1 4 3 2 4 3 3 2 3 3 9 5 11 15 43 51 16 53 53 52 14 50 53 12 7 18 11 51 51 84 90 14 16 51 49 61 86 87 31 88 17 40 93 55 13 12 8 15 3 1 1 1 1 3 3 3 3 1 2 2 2 2 2 1 4 4 2 5 1 1 3 2 2 5 5 5 0 0 1 0 0
"440" 3 3 3 3 2 2 2 1 2 2 3 2 2 3 2 2 1 4 3 4 4 3 4 3 3 5 1 1 2 3 2 2 3 3 3 4 10 0 0 50 50 85 0 30 30 40 0 45 50 20 40 50 20 50 50 95 50 50 5 50 0 40 50 50 50 50 50 50 50 50 50 15 50 50 1 1 1 1 1 3 3 6 5 1 1 1 3 3 3 4 2 2 4 5 5 4 3 4 3 3 4 5 0 0 1 0 0
"441" 1 2 7 1 1 1 1 2 1 1 2 3 1 2 1 3 3 2 1 1 2 3 1 3 1 1 1 1 3 1 3 4 2 3 3 4 9 28 32 13 14 51 52 29 8 43 32 17 51 51 51 73 84 16 4 72 100 74 69 76 98 86 51 88 43 43 4 4 100 41 100 16 100 32 3 0 0 0 0 2 3 6 5 1 1 2 2 2 2 2 3 4 2 4 2 1 3 2 2 3 2 1 0 0 0 1 0
"442" 3 2 6 1 3 1 3 3 3 1 2 2 2 3 1 2 1 4 2 3 3 5 4 1 5 1 1 5 1 1 5 2 2 2 4 2 2 1 2 3 43 57 64 88 74 64 8 9 9 3 84 9 37 73 11 84 71 15 61 87 41 19 87 88 89 71 21 29 69 9 85 2 84 26 1 1 1 1 0 2 3 3 5 1 1 3 1 2 2 3 4 5 2 4 4 2 2 4 2 5 3 5 0 0 1 0 0
"443" 1 1 3 2 2 1 1 1 4 1 4 1 1 3 2 3 4 3 2 3 1 3 7 1 2 2 2 2 3 2 1 3 3 3 1 2 37 52 45 28 61 72 27 19 24 55 76 27 38 18 90 58 77 29 14 35 92 46 48 65 46 85 77 77 100 7 12 35 36 37 76 55 29 24 1 0 0 0 0 2 2 5 2 2 4 2 2 2 2 5 3 2 3 3 3 3 3 4 5 1 2 2 0 0 0 1 0
"444" 3 1 4 1 3 1 5 5 5 1 3 5 1 3 1 5 1 1 2 3 1 5 7 1 1 1 1 5 1 1 5 1 3 5 5 3 0 0 50 0 0 50 50 100 50 0 50 50 0 0 86 0 0 50 50 100 70 0 100 100 50 0 50 86 85 85 50 50 85 0 85 0 86 0 1 0 1 0 0 1 3 5 5 1 1 3 1 1 3 1 5 5 1 5 3 1 1 1 4 4 5 5 0 1 0 0 0
"445" 3 1 7 5 1 1 1 1 1 1 1 1 5 1 1 1 3 5 2 5 5 5 7 1 5 5 1 5 1 1 5 5 5 5 1 1 100 100 100 99 100 99 100 100 100 100 99 99 100 100 100 100 100 96 100 98 100 97 98 99 100 100 99 100 100 100 100 99 98 99 97 99 98 98 5 0 0 0 0 2 5 1 3 3 3 2 2 2 2 3 3 3 3 3 3 3 3 3 4 4 1 1 1 0 0 0 0
"446" 2 1 6 3 2 1 1 1 2 1 4 2 1 4 2 3 3 2 1 1 2 3 4 1 2 2 1 4 2 2 3 3 3 2 2 4 38 45 41 59 76 49 47 55 23 100 83 36 67 35 99 88 56 13 13 92 100 89 50 96 61 93 87 100 90 76 13 4 99 51 73 8 75 49 1 1 1 1 1 1 3 4 5 3 3 1 3 2 2 2 5 4 1 4 2 1 4 2 3 3 3 2 0 1 0 0 0
"447" 3 4 4 4 3 3 4 3 3 2 4 4 4 4 4 4 2 3 1 1 2 3 2 4 4 5 2 5 3 5 2 3 3 3 4 4 20 0 1 53 41 49 51 40 50 50 1 9 41 50 40 46 30 50 50 84 71 38 47 60 48 41 50 50 50 50 50 50 50 50 50 50 50 50 2 0 1 1 1 1 3 3 3 4 4 1 3 3 2 4 1 2 5 2 4 5 5 5 2 5 3 3 0 1 0 0 0
"448" 1 2 4 2 1 1 1 1 2 2 2 3 2 3 1 3 2 4 3 2 3 4 6 3 3 5 1 2 1 1 3 3 2 3 3 3 0 0 0 99 0 100 100 53 0 83 0 100 53 0 100 100 53 0 0 100 99 96 100 100 0 100 100 100 100 99 0 0 100 31 100 0 100 32 1 0 0 0 0 2 1 7 5 1 1 2 2 2 2 4 4 4 4 4 2 2 2 4 3 5 5 2 0 0 0 0 1
"449" 3 1 4 1 1 1 5 2 3 1 1 1 1 1 1 4 1 5 2 1 1 5 7 1 5 2 1 5 1 1 5 3 1 3 5 3 1 0 0 0 0 96 100 89 43 4 1 53 0 0 88 30 100 89 17 100 100 17 71 98 11 17 99 100 86 99 0 7 96 85 98 0 100 39 1 1 1 1 0 2 1 4 5 1 1 2 1 2 2 2 5 3 3 5 3 3 2 3 2 5 5 5 0 1 0 0 0
"450" 2 2 5 2 2 2 1 1 1 2 2 3 1 2 2 3 2 2 1 3 4 4 4 4 5 4 1 5 2 4 3 1 3 2 2 2 0 0 0 50 50 0 100 30 50 50 0 0 50 50 0 40 15 85 50 40 31 85 0 85 70 61 71 86 85 85 50 50 86 86 84 0 86 86 2 1 1 1 1 3 3 1 3 3 3 1 3 3 1 4 1 2 5 5 5 5 5 5 2 5 3 4 1 0 0 0 0
"451" 1 3 4 3 3 2 3 2 3 3 3 3 3 2 3 3 2 3 1 3 3 3 3 3 4 3 3 5 2 4 3 2 4 2 3 3 15 20 15 49 50 40 30 50 50 50 15 30 50 50 30 60 40 50 50 50 50 60 40 50 60 60 50 50 50 50 50 50 50 50 40 30 50 50 3 1 1 1 1 3 3 2 3 3 3 1 3 2 2 3 3 3 4 3 3 3 3 3 3 3 3 4 1 0 0 0 0
"452" 1 2 5 2 1 1 2 1 2 2 4 3 2 3 1 3 3 4 1 2 2 3 4 4 5 4 2 5 4 4 2 3 3 3 3 3 22 23 12 56 56 54 57 61 86 79 17 32 54 50 52 65 56 75 78 100 79 86 52 93 73 85 90 100 86 81 63 66 75 81 72 17 67 58 3 1 1 1 1 3 5 3 3 3 3 1 3 3 1 4 2 2 5 2 3 4 3 5 3 5 4 4 1 0 0 0 0
"453" 1 1 1 1 1 1 3 4 3 3 5 1 1 5 1 1 3 2 2 3 3 5 4 1 1 3 1 3 1 1 3 5 5 5 1 1 6 4 4 100 54 54 56 57 53 100 3 65 100 53 54 56 55 3 4 54 88 83 54 67 55 100 100 87 100 100 3 3 100 100 54 54 53 55 1 1 1 1 1 1 2 4 5 2 2 2 2 1 2 2 2 3 3 3 3 2 3 3 5 5 4 5 0 1 0 0 0
"454" 1 1 3 2 1 2 2 1 2 2 2 2 2 2 1 2 2 1 1 1 2 4 7 1 2 2 2 2 2 2 2 2 2 2 1 2 74 33 30 40 54 22 67 43 25 46 62 62 23 33 11 39 75 3 31 82 27 45 86 78 33 48 90 94 59 25 31 53 95 89 32 64 49 58 1 0 0 0 1 1 2 7 4 3 4 2 3 2 2 1 2 2 2 2 2 1 2 1 4 2 3 3 0 0 0 0 1
"455" 1 1 4 1 1 1 5 1 2 2 1 1 1 2 1 5 1 5 3 1 3 3 5 1 5 2 2 4 1 2 1 3 1 2 4 2 2 2 3 1 3 40 50 100 3 3 2 51 2 51 86 3 31 1 3 89 72 2 99 93 2 1 88 87 86 60 2 3 84 41 97 2 89 22 1 1 1 0 0 3 3 6 5 1 1 2 2 1 2 2 3 2 2 5 2 1 2 3 3 3 3 5 0 0 0 1 0
"456" 1 1 7 2 1 1 1 2 1 2 3 3 1 3 1 3 3 2 2 2 3 3 4 3 3 2 1 5 1 1 5 2 2 3 4 4 50 0 50 86 50 30 86 15 100 50 51 15 43 49 50 49 30 100 100 100 71 51 0 100 100 86 100 100 100 100 100 100 71 49 61 49 50 50 2 1 1 1 1 3 3 2 1 5 5 2 2 2 2 2 2 4 2 3 3 3 5 5 3 5 2 3 0 1 0 0 0
"457" 3 2 7 1 1 1 5 1 1 1 5 3 2 5 1 2 4 3 1 1 2 5 7 2 2 2 2 2 1 1 5 5 5 5 2 2 0 0 0 0 75 50 50 50 100 50 0 0 5 0 0 75 50 100 75 0 50 25 75 50 100 50 50 75 75 75 50 0 75 50 0 0 0 0 3 1 1 1 1 3 3 3 5 1 1 2 2 2 2 1 5 5 2 5 3 2 4 3 5 3 5 4 1 0 0 0 0
"458" 3 4 4 1 2 1 3 5 5 2 3 4 2 4 2 3 3 3 2 2 3 3 6 4 5 3 4 4 1 1 4 3 3 3 4 5 0 0 0 0 0 75 25 30 50 50 0 50 0 0 50 50 50 50 0 50 75 50 50 50 0 50 50 50 50 50 0 0 75 50 80 70 25 75 2 1 0 1 1 3 1 5 5 5 1 2 2 2 2 2 4 4 4 4 2 2 3 3 4 4 4 5 0 0 0 1 0
"459" 2 1 4 1 1 1 1 1 3 3 1 1 1 2 2 5 2 1 1 1 1 5 3 4 4 2 3 5 1 2 4 2 1 3 4 5 0 1 0 80 77 85 81 40 65 60 93 62 86 5 100 91 92 69 69 100 95 86 93 92 82 100 100 100 100 86 60 73 100 71 100 0 100 30 1 1 1 1 1 3 3 2 3 3 3 2 2 2 2 2 3 3 3 2 2 1 2 2 5 5 2 2 0 1 0 0 0
"460" 3 3 3 1 1 1 4 4 3 1 4 5 4 4 2 4 1 5 1 2 4 4 7 3 4 4 2 4 1 1 5 5 5 5 5 5 25 0 30 0 41 70 93 88 0 13 42 14 7 0 49 73 22 8 1 73 50 9 100 73 4 0 44 100 30 47 2 0 21 20 18 11 21 11 2 0 1 0 0 3 3 6 5 1 1 3 1 1 3 1 5 5 1 4 4 2 1 1 3 3 5 5 0 0 0 1 0
"461" 2 5 4 3 1 2 1 1 2 2 2 2 3 1 1 2 3 3 1 2 3 4 5 4 5 5 1 5 5 1 2 1 5 1 2 4 0 0 0 85 55 0 0 0 87 95 0 0 0 0 0 64 32 100 54 52 45 52 0 53 100 0 54 52 52 53 95 91 53 54 53 53 53 67 5 1 0 1 1 2 3 1 3 5 5 1 3 2 2 3 3 1 5 3 3 3 3 3 1 2 1 3 1 0 0 0 0
"462" 3 1 4 1 1 1 5 3 1 1 5 3 1 4 1 5 1 5 1 1 1 5 7 1 5 1 1 5 1 1 2 3 1 3 5 1 0 0 0 0 51 50 52 93 30 50 0 0 0 0 60 39 87 85 49 60 98 15 85 93 55 30 84 75 86 74 16 15 86 31 85 0 83 0 1 1 0 1 0 3 3 4 5 1 1 3 1 1 2 3 5 5 3 4 4 2 3 2 5 5 5 3 0 1 0 0 0
"463" 2 2 4 2 2 2 2 2 2 2 2 3 2 2 2 3 3 3 2 3 3 3 6 3 3 3 2 2 3 3 3 3 3 3 4 3 74 68 54 89 71 68 45 52 35 74 73 53 61 53 68 62 66 58 40 66 60 46 63 67 66 50 42 37 60 64 70 60 47 16 54 50 54 54 3 1 1 1 0 3 3 5 5 5 5 2 2 2 2 3 2 2 5 4 2 2 4 4 4 5 2 2 0 0 0 1 0
"464" 3 3 4 1 2 1 3 3 2 2 3 3 2 3 4 3 3 2 1 2 2 3 4 3 1 3 1 4 1 1 2 2 2 2 2 3 20 0 15 51 5 73 30 70 7 71 49 76 77 30 90 58 60 4 10 90 77 59 42 73 81 70 93 50 29 49 4 11 21 42 50 24 50 18 3 1 1 1 1 3 2 6 5 4 4 1 2 2 2 2 2 1 4 4 3 3 2 4 2 4 2 2 0 0 0 1 0
"465" 3 3 5 1 1 1 3 2 1 1 2 1 3 2 1 3 4 4 1 2 3 2 6 3 5 4 2 1 3 4 2 3 5 2 2 3 4 1 3 17 31 5 6 14 4 14 4 12 17 18 28 41 8 39 25 75 50 17 26 28 84 6 27 26 80 66 5 6 95 56 2 11 1 87 2 1 1 1 0 2 4 3 5 4 4 1 3 3 3 3 2 3 4 3 2 3 4 4 4 4 3 5 1 0 0 0 0
"466" 3 1 4 2 1 1 5 1 2 1 3 2 4 3 2 2 1 3 1 2 3 4 5 2 5 5 2 5 2 2 3 4 4 4 3 4 0 0 0 62 89 13 80 64 75 93 0 0 43 1 27 62 39 74 73 46 65 18 62 83 93 30 85 61 91 93 74 86 75 78 70 0 76 71 1 1 1 1 1 3 3 1 4 4 4 1 3 2 2 4 1 4 4 5 5 1 4 5 2 5 2 5 1 0 0 0 0
"467" 3 4 7 3 2 2 2 1 1 3 3 2 3 2 3 2 2 3 1 3 3 3 4 3 4 5 1 5 3 4 2 3 3 1 1 2 0 0 0 100 50 1 100 4 99 87 0 3 61 0 1 97 2 100 100 14 7 3 0 12 100 52 51 51 54 51 100 100 100 52 49 0 51 53 2 1 1 1 1 3 3 1 3 5 5 1 3 3 3 5 1 1 5 4 3 3 5 5 4 3 3 4 1 0 0 0 0
"468" 3 4 5 2 2 2 3 2 2 2 3 2 2 3 2 3 2 4 2 4 1 3 2 3 5 3 1 3 2 3 3 2 2 2 3 2 0 0 0 0 40 70 0 0 0 50 0 0 40 0 70 60 40 0 0 80 80 85 0 50 0 60 50 50 80 45 0 0 80 40 80 0 80 40 2 1 1 1 1 3 3 6 5 2 2 2 2 2 2 2 4 3 2 3 3 2 4 2 3 3 2 4 0 1 0 0 0
